Dates;RIB Software SE;Indus Holding AG;Bilfinger SE;DIC Asset AG;Leoni AG;DWS Group GmbH & Co KGaA;Encavis AG;Hypoport AG;ADO Properties SA;Pfeiffer Vacuum Technology AG;S&T AG;Rhön-Klinikum AG;Hamborner REIT AG;Bertrandt AG;Wacker Neuson SE;Isra Vision AG;HelloFresh SE;Ströer SE & Co. KGaA;Hornbach Holding AG & Co KGaA;Jungheinrich AG;PATRIZIA Immobilien AG;Koenig & Bauer AG;Jenoptik AG;Talanx AG;Klöckner & Co SE;Washtec AG;XING SE;Stabilus SA;Medigene AG;SAF-Holland SA;VTG AG;AIXTRON SE;Wüstenrot & Württembergische AG;Deutz AG;TLG Immobilien AG;SMA Solar Technology AG;Takkt AG;Shop Apotheke Europe NV;Drägerwerk AG & Co. KGaA;Rational AG;JOST Werke AG;Sixt SE;CompuGroup Medical SE;Deutsche Beteiligungs AG;DMG Mori AG;Befesa SA;Krones AG;Hamburger Hafen und Logistik AG;Vossloh AG;Borussia Dortmund GmbH & Co KGaA;Hapag-Lloyd AG;SGL Carbon SE;Heidelberger Druckmaschinen AG;Dialog Semiconductor PLC;Aumann AG;Knorr-Bremse AG;CTS Eventim AG & Co KGaA;Nordex SE;CANCOM SE;Südzucker AG;Dr. Hönle AG;Tele Columbus AG;Steinhoff International Holdings NV;GRENKE AG;ADLER Real Estate AG;CECONOMY AG;Cewe Stiftung & Co KGAA;zooplus AG;KWS Saat SE;Corestate Capital Holding SA
07.09.2009;#N/A N/A;11,39;40,342;5,977;15,15;#N/A N/A;2,019;11,7;#N/A N/A;52,89;1,089;14,989;7,987;17,27;8,55;2,3;#N/A N/A;#N/A N/A;27,95;4,483;1,891;12,6;3,37;#N/A N/A;14,341;6,9;32,37;#N/A N/A;19;1,42;9,55;14,38;16,22;3,46;#N/A N/A;52,99;8,35;#N/A N/A;20,23;91,78;#N/A N/A;9,515;6,91;15,54;8,302;#N/A N/A;33,5;29,05;80,802;0,954;#N/A N/A;22,027;3,98;3,9;#N/A N/A;#N/A N/A;7,233;12,48;1,148;13,81;5,3;#N/A N/A;#N/A N/A;8,5;0,655;11,758;24,05;13,154;117;#N/A N/A
08.09.2009;#N/A N/A;11,8;40,915;6,663;15,62;#N/A N/A;2,049;11,7;#N/A N/A;54,11;1,08;15,094;8,081;17,2;8,9;2,4;#N/A N/A;#N/A N/A;28,99;4,597;1,891;13,07;3,38;#N/A N/A;15,216;7;32,25;#N/A N/A;19,08;1,42;9,6;14,5;16,45;3,52;#N/A N/A;55,42;8,41;#N/A N/A;20,1;91,39;#N/A N/A;9,5;7,03;15,8;8,255;#N/A N/A;33;29,71;79,667;0,974;#N/A N/A;21,992;4,094;3,96;#N/A N/A;#N/A N/A;7,358;12,32;1,279;13,69;5,35;#N/A N/A;#N/A N/A;8,5;0,655;11,831;23,23;13,154;118,12;#N/A N/A
09.09.2009;#N/A N/A;11,81;41,302;7,067;16,03;#N/A N/A;2,039;11,68;#N/A N/A;54,37;1,197;15,455;7,799;17,41;9,21;2,556;#N/A N/A;#N/A N/A;30,625;4,693;1,942;13,13;3,74;#N/A N/A;14,916;6,9;32,8;#N/A N/A;20,04;1,35;9,6;15,06;16,5;3,47;#N/A N/A;59,4;8,38;#N/A N/A;19,87;91,14;#N/A N/A;9,475;7,15;15,9;8,5;#N/A N/A;33,26;29,35;78,086;0,984;#N/A N/A;21,914;4,163;3,99;#N/A N/A;#N/A N/A;7,4;12,64;1,375;13,58;5,1;#N/A N/A;#N/A N/A;8,5;0,655;11,771;23,05;13,154;117;#N/A N/A
10.09.2009;#N/A N/A;11,55;43,619;7,076;16,53;#N/A N/A;2,019;11,68;#N/A N/A;55,02;1,125;15,844;7,987;17,9;9,25;2,55;#N/A N/A;#N/A N/A;30,275;4,567;1,902;13,2;3,85;#N/A N/A;14,77;7;32,85;#N/A N/A;20;1,53;9,55;15,21;16,06;3,46;#N/A N/A;62,8;8,09;#N/A N/A;19,88;91,11;#N/A N/A;9,425;6,95;15,86;8,548;#N/A N/A;32,96;29,25;79,784;0,944;#N/A N/A;22,071;4,163;3,95;#N/A N/A;#N/A N/A;7,48;12,64;1,288;13,58;5,12;#N/A N/A;#N/A N/A;8,467;0,655;11,72;24,55;12,935;113;#N/A N/A
11.09.2009;#N/A N/A;11,55;43,019;6,927;16,42;#N/A N/A;2,059;11,68;#N/A N/A;55;1,116;16,081;7,799;18,15;9,5;2,5;#N/A N/A;#N/A N/A;29,5;4,523;1,942;13,1;3,85;#N/A N/A;15,344;6,96;32,8;#N/A N/A;19,92;2,01;9,55;15,21;16,3;3,41;#N/A N/A;62;8,32;#N/A N/A;20,71;91;#N/A N/A;9,5;7,12;16;8,482;#N/A N/A;33,13;29,24;79,745;0,974;#N/A N/A;21,992;4,125;4,29;#N/A N/A;#N/A N/A;8,205;12,65;1,351;13,65;5,35;#N/A N/A;#N/A N/A;8,367;0,627;11,539;24,29;12,935;112,62;#N/A N/A
14.09.2009;#N/A N/A;11,59;42,669;6,76;16,01;#N/A N/A;2,019;11,68;#N/A N/A;56,77;1,107;15,891;7,752;17,9;9,35;2,54;#N/A N/A;#N/A N/A;29,445;4,73;1,931;13;3,75;#N/A N/A;14,97;6,95;32,85;#N/A N/A;19,8;2,4;9,41;14,76;16,32;3,36;#N/A N/A;63,06;8,36;#N/A N/A;22,02;89,19;#N/A N/A;9,385;7,25;15,9;8,595;#N/A N/A;33,07;29,14;80,705;0,964;#N/A N/A;21,975;4,106;4,36;#N/A N/A;#N/A N/A;8,3;12,63;1,375;13,72;5,2;#N/A N/A;#N/A N/A;8,537;0,627;11,787;23,42;12,935;112,5;#N/A N/A
15.09.2009;#N/A N/A;11,76;42,613;6,971;16,49;#N/A N/A;2,019;10,66;#N/A N/A;57,25;1,107;15,948;7,752;17,5;9,43;2,54;#N/A N/A;#N/A N/A;29,86;4,74;1,998;13,1;3,92;#N/A N/A;14,861;7;33;#N/A N/A;20,28;2,45;9,55;15,25;16,49;3,32;#N/A N/A;65,44;8,4;#N/A N/A;23,45;90,78;#N/A N/A;9,4;7,42;16,25;8,595;#N/A N/A;33;29,04;80,628;0,974;#N/A N/A;22,018;4,188;4,45;#N/A N/A;#N/A N/A;8,068;12,68;1,414;13,71;5,22;#N/A N/A;#N/A N/A;8,553;0,591;11,758;23,81;12,935;112,75;#N/A N/A
16.09.2009;#N/A N/A;11,88;45,614;7,349;17,1;#N/A N/A;2,019;11;#N/A N/A;56,72;1,107;16,186;7,846;17,7;9,45;2,55;#N/A N/A;#N/A N/A;29,75;4,827;2,015;13;3,91;#N/A N/A;15,845;7;32,31;#N/A N/A;20,2;2,27;9,57;15,59;16,85;3,4;#N/A N/A;65,56;8,36;#N/A N/A;24,53;92,5;#N/A N/A;9,365;7,31;17,14;8,992;#N/A N/A;34,27;29,08;80,977;0,964;#N/A N/A;22,444;4,56;4,54;#N/A N/A;#N/A N/A;7,958;13,05;1,414;13,76;5,15;#N/A N/A;#N/A N/A;8,647;0,591;11,809;24;13,154;119,25;#N/A N/A
17.09.2009;#N/A N/A;11,98;45,743;7,234;16,93;#N/A N/A;2,019;11;#N/A N/A;57,2;1,17;16,442;7,799;17,97;9,5;2,538;#N/A N/A;#N/A N/A;29,97;4,927;2,089;13,55;3,73;#N/A N/A;15,608;7;32,5;#N/A N/A;20,28;2,01;9,54;16,62;16,85;3,4;#N/A N/A;67;8,56;#N/A N/A;26,22;94,1;#N/A N/A;9,45;7,1;17,1;9,19;#N/A N/A;34,07;29,2;82,199;0,964;#N/A N/A;22,809;4,535;4,55;#N/A N/A;#N/A N/A;7,768;13,13;1,423;13,98;5,27;#N/A N/A;#N/A N/A;8,85;0,591;11,869;23,61;13,154;116,35;#N/A N/A
18.09.2009;#N/A N/A;11,76;45,373;7,208;16,48;#N/A N/A;2,019;11,16;#N/A N/A;56,42;1,17;16,499;7,799;17,55;9,5;2,58;#N/A N/A;#N/A N/A;30,4;4,897;2,094;13,7;3,86;#N/A N/A;15,544;7,45;33;#N/A N/A;20,36;2,41;9,5;16,3;16,79;3,35;#N/A N/A;69,24;8,77;#N/A N/A;26,12;95;#N/A N/A;9,4;7,06;17,22;9,086;#N/A N/A;34,45;29,8;81,666;0,964;#N/A N/A;22,531;4,434;4,67;#N/A N/A;#N/A N/A;7,763;13,39;1,419;13,85;5,18;#N/A N/A;#N/A N/A;9,333;0,636;11,453;23,78;13,154;116;#N/A N/A
21.09.2009;#N/A N/A;11,6;44,866;7,401;15,67;#N/A N/A;2,019;11,16;#N/A N/A;55,41;1,125;16,176;7,846;17,83;9,5;2,482;#N/A N/A;#N/A N/A;29,79;4,8;1,987;12,85;3,69;#N/A N/A;14,943;8,09;32,75;#N/A N/A;21,2;2,38;9,49;16,38;16,82;3,25;#N/A N/A;68,11;8,65;#N/A N/A;25,8;97,1;#N/A N/A;9,375;7,43;17,1;8,803;#N/A N/A;36,5;29,49;80,996;0,964;#N/A N/A;22,357;4,339;4,58;#N/A N/A;#N/A N/A;7,75;12,97;1,351;13,66;5,15;#N/A N/A;#N/A N/A;9,333;0,636;11,491;23,41;13,885;113,93;#N/A N/A
22.09.2009;#N/A N/A;11,64;45,466;7,507;16,03;#N/A N/A;2;11,16;#N/A N/A;55,05;1,125;16,005;7,987;17,6;9,17;2,536;#N/A N/A;#N/A N/A;29,75;4,75;2,06;13;3,8;#N/A N/A;15,08;8,15;36;#N/A N/A;20,68;2,25;9,53;17,39;16,41;3,27;#N/A N/A;69,44;8,53;#N/A N/A;26,5;93,85;#N/A N/A;9,59;7,33;17;9,284;#N/A N/A;36,78;29,94;79,26;0,944;#N/A N/A;23,6;4,497;4,7;#N/A N/A;#N/A N/A;7,975;12,88;1,293;13,38;5,15;#N/A N/A;#N/A N/A;9,133;0,6;11,596;23;13,885;113,32;#N/A N/A
23.09.2009;#N/A N/A;11,65;45,272;7,525;15,97;#N/A N/A;2,059;11,42;#N/A N/A;55,55;1,125;15,958;7,987;17,35;9,08;2,54;#N/A N/A;#N/A N/A;28,705;4,687;2,038;13,5;3,81;#N/A N/A;15,289;8,2;34,8;#N/A N/A;20,68;2,19;9,3;17,8;16,41;3,28;#N/A N/A;68,19;8,49;#N/A N/A;26,33;94,9;#N/A N/A;9,9;7,42;16,51;8,963;#N/A N/A;36,53;30,4;78,377;0,935;#N/A N/A;23,973;4,604;4,81;#N/A N/A;#N/A N/A;7,938;12,8;1,264;13,61;5,13;#N/A N/A;#N/A N/A;9;0,636;11,793;22,98;13,364;113,71;#N/A N/A
24.09.2009;#N/A N/A;11,57;44,386;7,472;15,35;#N/A N/A;2,088;11,42;#N/A N/A;54,68;1,125;15,464;7,987;17,85;8,91;2,482;#N/A N/A;#N/A N/A;28,97;4,623;2,083;13,3;3,77;#N/A N/A;14,679;7,95;34,18;#N/A N/A;20,4;2,12;9,49;17,65;16,45;3,25;#N/A N/A;65,72;8,49;#N/A N/A;25,66;92,44;#N/A N/A;9,965;7,44;15,7;8,954;#N/A N/A;37,01;30,1;77,359;0,954;#N/A N/A;23,096;4,434;4,57;#N/A N/A;#N/A N/A;7,875;12,45;1,303;13,51;5,15;#N/A N/A;#N/A N/A;9,067;0,591;11,733;22,62;13,826;113,93;#N/A N/A
25.09.2009;#N/A N/A;11,62;42,872;7,568;15,22;#N/A N/A;2,088;11,42;#N/A N/A;54,62;1,125;15,682;7,968;17,68;8,98;2,52;#N/A N/A;#N/A N/A;28,84;4,51;2,043;12,75;3,78;#N/A N/A;14,715;7,52;33,5;#N/A N/A;21;2,1;9,49;17,56;16,25;3,24;#N/A N/A;67,32;8,49;#N/A N/A;24,62;92,48;#N/A N/A;10,03;7,36;15,3;8,907;#N/A N/A;35,99;30,6;75,778;0,964;#N/A N/A;23,026;4,314;4,6;#N/A N/A;#N/A N/A;7,875;12,27;1,308;13,47;5,1;#N/A N/A;#N/A N/A;9,133;0,6;11,796;22,68;13,641;113,5;#N/A N/A
28.09.2009;#N/A N/A;11,75;44,312;7,735;15,6;#N/A N/A;2,088;11,4;#N/A N/A;55,64;1,188;16,138;7,977;17,7;8,99;2,54;#N/A N/A;#N/A N/A;29;4,567;2,032;12,7;3,82;#N/A N/A;14,761;7,18;33,68;#N/A N/A;20,76;2,01;9,43;18,93;16,25;3,32;#N/A N/A;66,19;8,55;#N/A N/A;26,74;97,17;#N/A N/A;10,095;7,37;15,6;9,096;#N/A N/A;36,6;30,97;77,795;0,935;#N/A N/A;24,095;4,661;4,58;#N/A N/A;#N/A N/A;7,883;12,38;1,303;13,59;5,2;#N/A N/A;#N/A N/A;9,167;0,6;12,174;22,67;13,641;117,85;#N/A N/A
29.09.2009;#N/A N/A;11,67;43,767;7,771;15,52;#N/A N/A;2,059;11,4;#N/A N/A;55,35;1,188;16,499;7,977;17,99;8,73;2,494;#N/A N/A;#N/A N/A;29,585;4,57;2,015;12,65;3,73;#N/A N/A;14,378;7,38;34,17;#N/A N/A;20,64;2,1;9,2;18,5;16,29;3,32;#N/A N/A;64,87;8,47;#N/A N/A;26,15;96,98;#N/A N/A;10,395;7,32;16,47;8,963;#N/A N/A;35,6;31,71;76,854;0,925;#N/A N/A;24,46;4,415;4,71;#N/A N/A;#N/A N/A;7,545;11,9;1,303;13,83;5,1;#N/A N/A;#N/A N/A;8,917;0,6;12,349;23,16;13,641;118,49;#N/A N/A
30.09.2009;#N/A N/A;11,63;43,656;7,867;15,58;#N/A N/A;2,059;11,4;#N/A N/A;56,1;1,143;16,508;7,977;17,75;8,34;2,494;#N/A N/A;#N/A N/A;31;4,58;2,026;12,76;3,65;#N/A N/A;14,269;7,38;36;#N/A N/A;20,8;2,15;9,23;18,62;16,29;3,48;#N/A N/A;70,06;8,61;#N/A N/A;26,2;95,69;#N/A N/A;10,33;7,72;16,18;9,001;#N/A N/A;36,32;30,79;75,108;0,925;#N/A N/A;24,295;4,465;4,6;#N/A N/A;#N/A N/A;7,74;11,92;1,312;13,85;5,15;#N/A N/A;#N/A N/A;9,007;0,6;12,286;23,77;13,008;119;#N/A N/A
01.10.2009;#N/A N/A;11,48;43,038;7,692;14,76;#N/A N/A;2,059;11,4;#N/A N/A;55,95;1,143;16,233;7,799;17,75;8,19;2,452;#N/A N/A;#N/A N/A;32,51;4,533;1,976;11,9;3,56;#N/A N/A;13,558;7,42;35,5;#N/A N/A;20,4;2,05;9,18;17,75;15,89;3,36;#N/A N/A;68,19;8,45;#N/A N/A;25,97;95;#N/A N/A;10,115;8,21;16,23;8,954;#N/A N/A;35,3;30,17;73,226;0,915;#N/A N/A;23,183;4,384;4,38;#N/A N/A;#N/A N/A;7,683;11,55;1,308;13,6;5,15;#N/A N/A;#N/A N/A;8,837;0,609;11,962;23,28;12,911;118,8;#N/A N/A
02.10.2009;#N/A N/A;11,36;41,773;7,604;13,99;#N/A N/A;2,059;10,9;#N/A N/A;55,7;1,143;16,091;7,799;17,06;8,13;2,376;#N/A N/A;#N/A N/A;31,73;4,34;1,846;12;3,58;#N/A N/A;13,585;7,51;35,52;#N/A N/A;19,8;2,04;9,17;17,25;15,81;3,29;#N/A N/A;65,12;8,43;#N/A N/A;24,38;94,38;#N/A N/A;9,785;8,34;16;8,217;#N/A N/A;34,31;30,15;72,78;0,915;#N/A N/A;22,644;4,113;4,25;#N/A N/A;#N/A N/A;7,748;10,96;1,264;13,9;5,1;#N/A N/A;#N/A N/A;8,797;0,836;11,602;23,36;13,286;118,26;#N/A N/A
05.10.2009;#N/A N/A;11,32;43,379;7,709;14,3;#N/A N/A;2,059;10,9;#N/A N/A;54,2;1,143;16,281;7,799;17,2;8,4;2,436;#N/A N/A;#N/A N/A;32,35;4,423;1,88;11,55;3,57;#N/A N/A;13,804;7,51;36,85;#N/A N/A;20,68;1,8;9,25;18,67;16,44;3,29;#N/A N/A;64,42;8,44;#N/A N/A;24,78;93,96;#N/A N/A;9,75;8,17;16,16;8,406;#N/A N/A;34,73;29,99;73,682;0,915;#N/A N/A;23,348;3,968;4,33;#N/A N/A;#N/A N/A;7,643;11,51;1,254;13,81;5,19;#N/A N/A;#N/A N/A;8,8;0,627;11,841;23,19;13,178;121;#N/A N/A
06.10.2009;#N/A N/A;11,69;46,177;8,43;14,72;#N/A N/A;2,059;10,9;#N/A N/A;56,66;1,143;16,252;7,799;17,4;8,29;2,47;#N/A N/A;#N/A N/A;34,47;4,75;1,976;12,18;3,58;#N/A N/A;14,843;7,65;37,5;#N/A N/A;20,64;1,86;9,3;19,59;16,71;3,39;#N/A N/A;66,95;8,48;#N/A N/A;26,5;97;#N/A N/A;10,3;8,4;16,3;9,181;#N/A N/A;35,25;30,53;73,973;0,925;#N/A N/A;24,156;4,409;4,4;#N/A N/A;#N/A N/A;7,713;11,75;1,298;14,13;5,09;#N/A N/A;#N/A N/A;8,917;0,655;12,203;23,6;13,178;121;#N/A N/A
07.10.2009;#N/A N/A;11,6;46,68;8,439;15,61;#N/A N/A;2,078;11;#N/A N/A;54,27;1,116;16,252;7,799;17,77;8,4;2,4;#N/A N/A;#N/A N/A;35;4,71;2,134;12,3;3,64;#N/A N/A;14,578;7,65;36,95;#N/A N/A;20,68;1,94;9,3;19,06;16,79;3,36;#N/A N/A;66,14;8,5;#N/A N/A;27,22;97,55;#N/A N/A;10,245;8,4;15,99;9,105;#N/A N/A;35,48;30,94;70,569;0,935;#N/A N/A;24,53;4,472;4,3;#N/A N/A;#N/A N/A;8;11,71;1,293;13,97;5,12;#N/A N/A;#N/A N/A;9,143;0,655;11,809;23,8;13,286;122,27;#N/A N/A
08.10.2009;#N/A N/A;11,5;46,88;8,351;15,47;#N/A N/A;1,98;11;#N/A N/A;54,9;1,17;16,48;7,846;17,88;8,38;2,45;#N/A N/A;#N/A N/A;36,92;4,77;2,145;13;3,65;#N/A N/A;15,991;7,39;36,9;#N/A N/A;20,68;2,19;9,32;19,7;16,69;3,4;#N/A N/A;66,13;8,55;#N/A N/A;28,28;100,56;#N/A N/A;10,425;8,77;16,06;9,209;#N/A N/A;36,4;31,68;70,316;0,944;#N/A N/A;25,173;4,522;4,18;#N/A N/A;#N/A N/A;8,25;11,79;1,254;14,28;5,4;#N/A N/A;#N/A N/A;9,1;0,673;11,968;23,96;13,3;124;#N/A N/A
09.10.2009;#N/A N/A;11,85;47,21;8,351;15,74;#N/A N/A;1,98;11;#N/A N/A;55,12;1,17;16,613;7,799;18,2;8,41;2,456;#N/A N/A;#N/A N/A;36,5;4,733;2,128;13;3,64;#N/A N/A;16,018;7,39;36,4;#N/A N/A;20,68;2,2;9,26;20,07;16,4;3,39;#N/A N/A;66,61;8,5;#N/A N/A;28,93;103,06;#N/A N/A;10,2;9,18;15,97;9,152;#N/A N/A;36,28;31,7;71,199;0,944;#N/A N/A;25,277;4,636;4,44;#N/A N/A;#N/A N/A;8,625;11,58;1,293;14,93;5,2;#N/A N/A;#N/A N/A;9,2;0,682;12,07;24,19;13,3;122,63;#N/A N/A
12.10.2009;#N/A N/A;12,42;47,39;8,254;16,31;#N/A N/A;2,059;11;#N/A N/A;55,5;1,17;16,556;7,893;18,35;8,36;2,488;#N/A N/A;#N/A N/A;36,7;4,667;2,23;13,5;3,6;#N/A N/A;16,82;7,3;36,66;#N/A N/A;21,04;2,29;9,6;20,75;16,33;3,43;#N/A N/A;69,01;8,64;#N/A N/A;29,3;103,65;#N/A N/A;10,485;8,76;16,65;9,568;#N/A N/A;38,83;31,61;70,491;0,935;#N/A N/A;25,19;3,653;5,07;#N/A N/A;#N/A N/A;8,48;11,8;1,293;14,99;5,5;#N/A N/A;#N/A N/A;9,197;0,682;12,111;24,28;12,906;124;#N/A N/A
13.10.2009;#N/A N/A;12,33;47,14;7,903;15,94;#N/A N/A;1,98;11;#N/A N/A;55,33;1,17;16,224;7,752;18,7;8,34;2,404;#N/A N/A;#N/A N/A;34,945;4,667;2,224;13,6;3,67;#N/A N/A;16,501;7;36,3;#N/A N/A;20,92;2,24;9,51;21,7;16,25;3,41;#N/A N/A;67,35;8,55;#N/A N/A;29,12;101;#N/A N/A;10,695;9,1;16,69;9,539;#N/A N/A;38;31,45;70,035;0,935;#N/A N/A;24,495;3,288;5,31;#N/A N/A;#N/A N/A;8,295;11,57;1,288;14,78;5,5;#N/A N/A;#N/A N/A;9,09;0,682;12,286;24,14;13,334;120,53;#N/A N/A
14.10.2009;#N/A N/A;12,44;49,3;8,228;15,78;#N/A N/A;2,059;11;#N/A N/A;55,7;1,17;16,413;7,752;18,79;8,14;2,382;#N/A N/A;#N/A N/A;35,625;4,633;2,247;13,41;3,88;#N/A N/A;17,039;7,25;36,9;#N/A N/A;20,72;2,29;9,67;22,61;16,5;3,43;#N/A N/A;66,7;8,72;#N/A N/A;28,75;103,21;#N/A N/A;10,715;8,99;16,63;9,955;#N/A N/A;38,16;31,87;69,288;0,935;#N/A N/A;24,981;3,621;5,88;#N/A N/A;#N/A N/A;8,375;11,69;1,269;15,06;5,45;#N/A N/A;#N/A N/A;9;0,682;12,429;23,85;13,047;122,2;#N/A N/A
15.10.2009;#N/A N/A;12,38;49,06;8,228;15,81;#N/A N/A;1,98;10,59;#N/A N/A;55,01;1,143;16,442;7,987;18,9;8,07;2,4;#N/A N/A;#N/A N/A;34,4;4,83;2,269;13,5;4,06;#N/A N/A;17,248;7,25;36,46;#N/A N/A;20,48;2,63;9,7;21,31;16,75;3,45;#N/A N/A;64,97;8,8;#N/A N/A;28,74;102,61;#N/A N/A;10,685;8,95;16,7;10,059;#N/A N/A;38,27;31,85;69,783;0,935;#N/A N/A;24,894;3,527;6,03;#N/A N/A;#N/A N/A;8,008;11,49;1,25;15,38;5,2;#N/A N/A;#N/A N/A;9,15;0,682;12,654;24,26;13,047;119,07;#N/A N/A
16.10.2009;#N/A N/A;12,38;48,5;8,254;15,38;#N/A N/A;1,98;10,59;#N/A N/A;55,2;1,143;16,347;7,987;19,49;7,98;2,4;#N/A N/A;#N/A N/A;34,2;4,757;2,241;13,15;4;#N/A N/A;16,729;7,06;37;#N/A N/A;20,2;2,79;9,69;21,45;16,55;3,47;#N/A N/A;61,67;8,93;#N/A N/A;27,45;100,74;#N/A N/A;10,7;8,9;16,6;9,927;#N/A N/A;37,35;31,23;68,367;0,944;#N/A N/A;25,199;3,477;5,83;#N/A N/A;#N/A N/A;8;10,98;1,24;15,1;5,2;#N/A N/A;#N/A N/A;9,127;0,645;12,448;23,8;13,885;115,55;#N/A N/A
19.10.2009;#N/A N/A;12,66;49,57;8,105;15,41;#N/A N/A;1,98;10,3;#N/A N/A;55,61;1,152;16,432;7,987;19,38;7,96;2,4;#N/A N/A;#N/A N/A;35,75;4,667;2,258;13;3,98;#N/A N/A;16,683;7,25;37,1;#N/A N/A;19,96;3,1;9,88;21,75;16,4;3,55;#N/A N/A;59;8,88;#N/A N/A;26,8;103,16;#N/A N/A;10,79;8,85;16,39;10,125;#N/A N/A;38,14;31,12;68,095;0,944;#N/A N/A;25,833;3,559;5,56;#N/A N/A;#N/A N/A;8,583;12,15;1,24;15,33;5,3;#N/A N/A;#N/A N/A;9,233;0,682;12,531;22,88;13,641;115,5;#N/A N/A
20.10.2009;#N/A N/A;12,59;49,58;8,131;15,38;#N/A N/A;1,98;10,3;#N/A N/A;55,4;1,152;16,138;7,987;19,05;8,25;2,438;#N/A N/A;#N/A N/A;35,575;4,66;2,247;12,77;3,93;#N/A N/A;16,629;7,25;37;#N/A N/A;19,24;3;10,29;21,44;15,75;3,66;#N/A N/A;68,95;8,65;#N/A N/A;27,31;102,6;#N/A N/A;10,75;8,77;15,96;10,087;#N/A N/A;37,98;30,7;68,881;0,944;#N/A N/A;26,207;3,609;5,87;#N/A N/A;#N/A N/A;8,498;12;1,245;15,22;5,3;#N/A N/A;#N/A N/A;9,32;0,591;12,387;23;14,567;115,3;#N/A N/A
21.10.2009;#N/A N/A;12,55;48,66;7,955;15,35;#N/A N/A;1,98;10,3;#N/A N/A;55,04;1,152;16,527;7,799;19,18;8,55;2,42;#N/A N/A;#N/A N/A;35,19;4,567;2,134;12,45;3,8;#N/A N/A;16,118;7,22;36,8;#N/A N/A;18,88;2,9;10,19;21,22;15,81;3,57;#N/A N/A;70,4;8,5;#N/A N/A;26,5;102,1;#N/A N/A;10,85;8,76;15,92;10,031;#N/A N/A;36,97;30,54;68,512;0,935;#N/A N/A;25,042;3,609;5,92;#N/A N/A;#N/A N/A;8,375;11,86;1,25;15,15;5,11;#N/A N/A;#N/A N/A;9,3;0,645;12,527;23,32;14,762;113,7;#N/A N/A
22.10.2009;#N/A N/A;12,27;47,92;7,305;14,84;#N/A N/A;1,98;10,29;#N/A N/A;53,43;1,17;16,214;7,517;19,16;8,26;2,42;#N/A N/A;#N/A N/A;34,62;4,433;2,06;12,86;3,8;#N/A N/A;15,426;7,22;37,1;#N/A N/A;18,32;2,82;10,1;20,78;15,5;3,49;#N/A N/A;67;8,49;#N/A N/A;26,44;97,42;#N/A N/A;10,69;8,58;16,2;9,539;#N/A N/A;37,34;29,64;70,423;0,925;#N/A N/A;24,695;3,325;6,03;#N/A N/A;#N/A N/A;8,388;11,49;1,221;14,75;5,25;#N/A N/A;#N/A N/A;9,093;0,636;12,41;23,44;14,124;115,06;#N/A N/A
23.10.2009;#N/A N/A;12,35;47,14;7,56;14,83;#N/A N/A;1,98;10,2;#N/A N/A;54,15;1,143;16,252;7,611;19,22;8,35;2,46;#N/A N/A;#N/A N/A;34,95;4,44;2,173;12,7;3,84;#N/A N/A;15,435;7,13;37,1;#N/A N/A;18,24;2,98;10,2;20,44;15,85;3,48;#N/A N/A;65;8,35;#N/A N/A;26,95;100,78;#N/A N/A;10,65;8,45;16,13;9,672;#N/A N/A;37,44;29,92;70,801;0,935;#N/A N/A;24,938;3,319;6,29;#N/A N/A;#N/A N/A;8,285;11,7;1,221;14,89;5,22;#N/A N/A;#N/A N/A;9,13;0,609;12,486;23,59;14,124;113,39;#N/A N/A
26.10.2009;#N/A N/A;12,29;46,38;7,375;14,55;#N/A N/A;1,872;10,1;#N/A N/A;53,69;1,197;15,996;7,63;19,22;8,25;2,42;#N/A N/A;#N/A N/A;33,905;4,333;2,224;12,5;3,83;#N/A N/A;15,043;7,25;36,41;#N/A N/A;17,72;2,8;10,07;20,77;15,6;3,41;#N/A N/A;64,83;8,16;#N/A N/A;26,12;97,75;#N/A N/A;10,64;8,2;15,85;9,313;#N/A N/A;36,39;29,27;68,871;0,935;#N/A N/A;23,913;3,193;6,25;#N/A N/A;#N/A N/A;8,5;11,84;1,351;14,66;5,22;#N/A N/A;#N/A N/A;9,083;0,655;12,387;23,05;14,007;113,02;#N/A N/A
27.10.2009;#N/A N/A;12,21;45,99;7,226;14,43;#N/A N/A;1,872;9,8;#N/A N/A;51,6;1,17;16,129;7,658;19,05;8,15;2,4;#N/A N/A;#N/A N/A;33,18;4,3;2,049;12,4;3,87;#N/A N/A;14,679;7,21;36,5;#N/A N/A;17,04;2,99;10;19,79;15,7;3,36;#N/A N/A;67,95;7,84;#N/A N/A;25,42;96,1;#N/A N/A;9,72;8;15,65;9,388;#N/A N/A;36,16;28,42;68,512;0,925;#N/A N/A;22,983;3,118;6,17;#N/A N/A;#N/A N/A;8,535;11,53;1,39;14,62;5,12;#N/A N/A;#N/A N/A;9,003;0,627;12,321;22,7;14,007;112,95;#N/A N/A
